U_WN	Y_BC	Y_SD	Y_FB	U_CN	Y_CN	U_SF	Y_SF	Y_FT	Y_SO	Z_SP
Y_BC	Y_SD	Y_FB	Y_CN	Y_SF	Y_FT	Y_SO
U_WN
U_WN
U_WN
Y_CN
U_CN
Y_SF
U_SF
U_WN
U_WN

-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
10	10	10	10	10	10	10	10	10	10	10
0,278364394	-0,010644341	-0,194109126	0,037678353	-0,16499498	0,004791962	0,006801064	9,751482649	9,751482649	-1,220627221	0,111205519
-1,822657296	-0,07694638	-0,287147196	0,082453512	-0,227201723	0,003369065	0,006303573	9,634367247	9,634367247	-0,411116225	0,022499764
0,364620548	-0,102848238	-0,298383081	0,089032463	-0,209848809	0,002664768	0,005705655	9,805890874	9,805890874	-0,841264058	-0,06340265
-1,417261296	-0,147286817	-0,347586889	0,120816645	-0,234595459	0,001520935	0,005047277	9,712852804	9,712852804	0,904315678	-0,142277697
-0,606212181	-0,106780748	-0,234121184	0,054812729	-0,111368999	0,002074069	0,00445988	9,701616919	9,701616919	-3,411193407	-0,201322031
0,920780605	-0,27006799	-0,522073896	0,272561153	-0,375098502	-0,001571747	0,003685851	9,652413111	9,652413111	1,251314992	-0,267500171
-0,179157922	-0,209669391	-0,36134348	0,130569111	-0,191332809	-0,000840094	0,002801354	9,765878816	9,765878816	-2,473179111	-0,331789833
1,367638412	-0,324586954	-0,552748886	0,305531331	-0,361874788	-0,003670105	0,001876145	9,477926104	9,477926104	-0,659675477	-0,388588862
-1,536371978	-0,351387138	-0,562440136	0,316338907	-0,342500012	-0,004873985	0,000757996	9,63865652	9,63865652	2,404001345	-0,452526736
-1,008810816	-0,230324371	-0,293577859	0,08618796	-0,077804332	-0,003024526	-8,96E-05	9,447251114	9,447251114	-0,064737985	-0,478406645
-0,066378769	-0,22545524	-0,272837046	0,074440054	-0,081686174	-0,003376441	-0,000654617	9,437559864	9,437559864	3,008113869	-0,469329636
-1,327209782	-0,073852335	0,024530672	0,000601754	0,170684496	-0,000637152	-0,000891372	9,706422141	9,706422141	-3,097274628	-0,424231886
0,756053581	-0,21302948	-0,258412945	0,06677725	-0,138840923	-0,003705552	-0,00113275	9,727162954	9,727162954	-1,759208688	-0,380686085
1,16637689	-0,288758086	-0,394436987	0,155580536	-0,259359677	-0,005713753	-0,001787256	10,02453067	10,02453067	0,261679448	-0,378360222
