0,825	0	0	0	0	0	0	0,825	0
0,5	0	0	0	0	0	0	0,825	0
0	0	0	0	0	0	0	0,825	0
0,5	0	0	0	0	0	0	0,825	0
-0,5	0	0	0	0	0	0	0,825	0
0,825	0	0	0	0	0	0	0,825	0
0	0	0,5	0	0	0	0,5	0	0
0,825	0	0	0	0	0	0	0,5	0
0,5	0	0,5	0	0	0	0,5	-0,825	0
0,825	0	0	0	0	0	0	0,825	0
-0,825	0	0,5	0	0,5	0	0,5	-0,5	0
-0,5	0	0,5	0	0	0	0,5	0,825	0
0,825	0,5	0,5	0,5	0,5	0	0,5	0	0,5
-0,5	0,5	0,5	0,5	0,5	0	0,5	0,825	0,5
0,5	0,5	0,5	0,5	0,5	0	0,5	-0,825	0,5
-0,5	0	0	0	0	0	0,825	-0,825	0,5
0	0	0	0	0	0	0,825	0,825	0,5
-0,825	0,5	0,5	0	0	0	0,825	-0,825	0,5
-0,825	0	0	0	0	0	0,825	0,825	0,5
0,825	0	0	0	0	0	0,825	-0,825	0,5
0	0	0	0	0	0	0,825	-0,5	0,5
-0,825	0	0	0	0	0	0,825	-0,825	0
-0,825	0	0	0	0	0	0,825	-0,825	0
0,825	0	-0,5	0	-0,5	0	0,825	0,825	0
0	0	0	0	0	0	0,825	0	0
0,5	0	0	0	0	0	0,825	-0,825	0
0,5	0	0	0	0	0	0,825	-0,825	0
0,825	0	-0,5	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	0	0
-0,825	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	0,825	0
0,825	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	0,5	0
-0,825	0	0	0	0	0	0,825	-0,825	0
-0,5	0	0	0	0	0	0,825	0,825	0
-0,5	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	0,825	0
-0,5	0	0,5	0	0	0	0,825	-0,825	0
0	0	0	0	0	0	0,825	-0,5	0
0,825	0	0	0	0	0	0,825	-0,5	0
0,825	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	-0,825	0
-0,825	0	0	0	0	0	0,825	0	0
0	0	0	0	0	0	0,825	0,825	0
0	0	0	0	0	0	0,825	0,825	0
-0,5	0	0,5	0	0,5	0	0,825	0	0
-0,5	0	0,5	0	0	0	0,825	-0,825	0
0,5	0	0	0	0	0	0,825	0	0
0,825	0	0	0	0	0	0,825	0,5	0
-0,825	0	0	0	0	0	0,825	-0,825	0
-0,825	0	0	0	0	0	0,825	-0,5	0
0,825	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	0,825	0
-0,5	0	0,5	0	0,5	0	0,825	-0,825	0
0,5	0	0	0	0	0	0,825	-0,825	0
-0,825	0	-0,5	0	-0,5	0	0,825	0,825	0
-0,825	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	-0,5	0
0,825	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	-0,825	0
-0,5	0	0	0	0	0	0,825	-0,825	0
0,825	0	-0,5	0	0	0	0,825	0,825	0
0	0	0	0	0	0	0,825	0,825	0
-0,5	0	0	0	0	0	0,825	0,825	0
-0,5	0	0	0	0	0	0,825	-0,825	0
-0,5	0	0	0	0	0	0,825	0,825	0
0	0	0	0	0	0	0,825	-0,5	0
0,5	0	0	0	0	0	0,825	-0,825	0
-0,825	0	0	0	0	0	0,825	-0,825	0
0,5	0	0	0	0	0	0,825	-0,825	0
0,825	0	0	0	0	0	0,825	0	0
0	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	-0,825	0
0	0	0	0	0	0	0,825	0,825	0
0,825	0	0	0	0	0	0,825	0,825	0
0,825	0	0	0	0	0	0,825	0	0
-0,825	0	0	0	0	0	0,825	0,825	0
0	0	0	0	0	0	0,825	-0,5	0
-0,825	0	0	0	0	0	0,825	0,825	0
0,825	0,5	0,5	0,5	0,5	0	0,825	0,825	0
0,5	0,5	0,5	0,5	0,5	0	0,825	-0,825	0
0,5	0	0	0	0	0	0,825	0	0
0,825	0	0	0	0	0	0,825	-0,825	0
0,825	0	0	0	-0,5	0	0,825	0,825	0
-0,5	0	0	0	0	0	0,825	0,825	0
0	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	0,825	0
0,825	0	0,5	0	0	0	0,825	0,825	0
-0,825	0,5	0,5	0,5	0,5	0	0,825	-0,825	0
-0,5	0,5	0,5	0	0	0	0,825	-0,5	0,5
0	0	0,5	0	0	0	0,825	0,825	0,5
-0,825	0,5	0,5	0	0	0	0,825	0,825	0,5
0,825	0,5	0,5	0	0,5	0	0,825	-0,825	0,5
-0,825	0	0	0	0	0	0,825	-0,825	0,5
0,825	0	0	0	0	0	0,825	0	0,5
-0,825	0	0	0	0	0	0,825	-0,825	0,5
0,5	0	-0,5	0	-0,5	0	0,825	0,825	0
0,825	0	0	0	0	0	0,825	-0,825	0
0	0	-0,5	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	-0,825	0
0	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	0,825	0
-0,825	0	0	0	0	0	0,825	-0,5	0
-0,5	0	0	0	0	0	0,825	0,825	0
0,825	0	0	0	0	0	0,825	-0,5	0
-0,5	0	0	0	0	0	0,825	0,825	0
0	0	0	0	0	0	0,825	-0,825	0
-0,825	0	0	0	0	0	0,825	-0,825	0
-0,5	0	0	0	0	0	0,825	0,825	0
-0,825	0	0	0	0	0	0,825	-0,825	0
-0,5	0	0	0	0	0	0,825	0,5	0
0,825	0	0	0	0	0	0,825	-0,825	0
0,825	0	-0,5	0	0	0	0,825	-0,5	0
0,825	0	-0,5	0	0	0	0,825	-0,825	0
0	0	-0,5	0	-0,5	0	0,825	0	0
0,5	0	-0,5	0	0	0	0,825	0,825	0
-0,825	0	0	0	0	0	0,825	0,825	0
-0,5	0	0	0	0	0	0,825	0,825	0
0,825	0	0,5	0	0,5	0	0,825	0	0
0,825	0	0,5	0	0	0	0,825	0,5	0
0,5	0	0,5	0	0	0	0,825	-0,825	0
-0,825	0	0	0	0	0	0,825	-0,825	0
0,5	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	0,825	0
-0,5	0	0,5	0	0,5	0	0,825	0,5	0
0,5	0	0,5	0	0	0	0,825	-0,825	0
0,825	0	0	0	0	0	0,825	0,5	0
-0,5	0	0	0	0	0	0,825	0,5	0
-0,825	0	0	0	0	0	0,825	-0,825	0
-0,825	0	0	0	0	0	0,825	0,5	0
-0,825	0	0	0	0	0	0,825	0,825	0
-0,5	0,5	0,5	0,5	0,5	0	0,825	-0,825	0
-0,825	0,5	0,5	0	0	0	0,825	-0,825	0,5
0,825	0	0	0	0	0	0,825	-0,825	0,5
0,825	0	-0,5	0	-0,5	0	0,825	-0,825	0
0,5	0	-0,5	0,5	-0,5	0	0,825	-0,825	0
0,5	-0,5	-0,5	0,5	-0,5	0	0,825	-0,825	0
-0,825	-0,5	-0,5	0,5	-0,5	0	0,825	0,825	0
0,825	0	0	0	0	0	0,825	0,825	-0,5
0	0	0	0	0	0	0,825	0,825	-0,5
-0,825	0	0	0	0	0	0,825	0,5	0
-0,825	0	0	0	0	0	0,825	-0,825	0
0	0	-0,5	0	-0,5	0	0,825	0,825	0
0,825	0	0	0	0	0	0,825	0	0
0,5	0	0	0	0	0	0,825	-0,825	0
0,825	0	0	0	0	0	0,825	-0,825	0
0	-0,5	-0,5	0	-0,5	0	0,825	0,5	0
0,825	-0,5	-0,5	0	-0,5	0	0,825	0,825	0
-0,825	0	0	0	0	0	0,825	0,5	0
0,825	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0,5	0	0,825	-0,5	0
0	0	0	0	0	0	0,825	0,825	0
0	0	0,5	0	0,5	0	0,825	-0,825	0
0,825	0	0	0	0	0	0,825	0,825	0
0	0	0	0	0	0	0,825	0,825	0
0,825	0	0	0	0	0	0,825	-0,5	0
-0,825	0	0	0	0	0	0,825	0	0
0,825	0	0	0	0	0	0,825	0,825	0
0,825	0	0,5	0	0,5	0	0,825	-0,5	0
-0,5	0	0,5	0	0	0	0,825	0,825	0,5
-0,825	0,5	0,5	0	0,5	0	0,825	-0,825	0,5
-0,825	0	0	0	0	0	0,825	0,825	0,5
0,5	0	0,5	0	0	0	0,825	0,825	0,5
-0,825	0,5	0,5	0,5	0,5	0	0,825	-0,825	0,5
0	0,5	0,5	0	0	0	0,825	-0,825	0,5
-0,825	0	0	0	0	0	0,825	-0,825	0,5
0,825	0	0	0	0	0	0,825	0,825	0,5
-0,825	0	0	0	0	0	0,825	-0,825	0,5
0,825	0	0	0	0	0	0,825	0	0
0,825	0	0	0	0	0	0,825	-0,825	0
0	0	-0,5	0	-0,5	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	-0,825	0
-0,5	0	0	0	0	0	0,825	0,825	0
-0,5	0	0	0	0	0	0,825	0,825	0
0,825	0	0	0	0	0	0,825	-0,5	0
0	0	0	0	0	0	0,825	0,5	0
-0,825	0	0	0	0	0	0,825	-0,825	0
0,825	0	0	0	0	0	0,825	-0,825	0
-0,825	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	0	0
-0,825	0	0	0	0	0	0,825	-0,825	0
-0,5	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	-0,825	0
0,825	0	0	0	0	0	0,825	0,825	0
-0,5	0	0	0	0	0	0,825	-0,825	0
0,5	0	0	0	0	0	0,825	-0,5	0
0	0	0	0	0	0	0,825	0,825	0
0	0	0	0	0	0	0,825	0,825	0
-0,825	0	0	0	0	0	0,825	-0,825	0
0	0	0	0	0	0	0,825	0,5	0
0,825	0	0	0	0	0	0,825	-0,5	0
-0,825	0	0	0	0	0	0,825	0	0
-0,825	0	0	0	0	0	0,825	-0,825	0
0,825	0	0	0	0	0	0,825	0	0
0,825	0	0	0	0	0	0,825	0,825	0
0,825	0	0	0	0	0	0,825	-0,825	0
-0,825	0	0	0	0	0	0,825	-0,825	0
0,825	0	-0,5	0	0	0	0,825	0,825	0
-0,5	0	0	0	0	0	0,825	0,825	0
-0,825	0	0,5	0	0,5	0	0,825	0,825	0
-0,5	0	0,5	0	0,5	0	0,825	-0,825	0
0,5	0	0	0	0	0	0,825	0,825	0
0,5	0	0,5	0	0	0	0,825	-0,825	0
0	0	0	0	0	0	0,825	-0,825	0
-0,5	0	0	0	0	0	0,825	-0,825	0
0,825	0	0	0	0	0	0,825	0,825	0
-0,5	0	0	0	0	0	0,825	0,825	0
0	0	0	0	0	0	0,825	0,5	0
-0,5	0	0	0	0	0	0,825	-0,5	0
0,5	0	0	0	0	0	0,825	0,825	0
-0,825	0	0,5	0	0,5	0	0,825	-0,825	0
0,5	0	0	0	0	0	0,825	0	0
-0,825	0	0	0	0	0	0,825	-0,825	0
0	0	0	0	0	0	0,825	0,825	0
-0,825	0	0	0	0	0	0,825	-0,825	0
-0,825	0	-0,5	0	-0,5	0	0,825	0,825	0
-0,825	0	0	0	0	0	0,825	-0,825	0
-0,825	0	-0,5	0	0	0	0,825	0	0
0	0	-0,5	0	0	0	0,825	-0,825	0
0,5	0	-0,5	0	-0,5	0	0,825	-0,825	0
0,825	-0,5	-0,5	0,5	-0,5	0	0,825	-0,825	0
0,5	-0,5	-0,825	0,5	-0,5	0	0,825	-0,825	-0,5
-0,825	-0,5	-0,825	0,5	-0,5	0	0,825	0,825	-0,5
-0,825	-0,5	-0,5	0,5	-0,5	0	0,825	0,825	-0,5
0	-0,5	-0,5	0	0	0	0,825	0,825	-0,5
-0,825	0	0	0	0	0	0,825	0,825	-0,5
-0,5	0	0	0	0	0	0,825	-0,825	-0,5
-0,5	-0,5	-0,5	0	0	0	0,825	-0,825	-0,5
0,5	-0,5	-0,5	0	-0,5	0	0,825	0	-0,5
0,5	-0,5	-0,5	0	0	0	0,825	-0,825	-0,5
0,825	-0,5	-0,825	0,5	-0,5	0	0,825	0	-0,5
0	-0,5	-0,5	0,5	-0,5	0	0,825	-0,5	-0,5
0	-0,5	-0,5	0,5	-0,5	0	0,825	0,825	-0,5
0,825	-0,5	-0,5	0,5	0	0	0,825	0,825	-0,5
0,825	-0,5	-0,5	0	0	0	0,825	0,825	-0,5
-0,5	0	0	0	0	0	0,825	-0,5	-0,5
0	0	0	0	0	0	0,825	-0,5	-0,5
-0,825	0	0	0	0	0	0,825	0,825	-0,5
0	0	0	0	0	0	0,825	0,825	-0,5
0,825	0	0,5	0	0,5	0	0,825	-0,825	0
-0,5	0	0,5	0	0	0	0,825	0	0
0	0	0,5	0	0	0	0,825	-0,825	0
0	0	0	0	0	0	0,825	0	0
-0,5	0	0	0	0	0	0,825	0,825	0
-0,5	0	0	0	0	0	0,825	-0,825	0
0,825	0	0	0	0	0	0,825	0	0
-0,825	0	0	0	0	0	0,825	0	0
-0,5	0	0	0	0	0	0,825	-0,825	0
-0,825	0	0	0	0	0	0,825	-0,825	0
0	0	0	0	0	0	0,825	0,825	0
0,5	0	0	0	0	0	0,825	-0,825	0
-0,5	0	0	0	0	0	0,825	-0,825	0
0,5	0	0	0	0	0	0,825	-0,825	0
-0,5	0	-0,5	0	-0,5	0	0,825	0	0
0,825	0	-0,5	0	0	0	0,825	0,825	0
0	0	0	0	0	0	0,825	-0,825	0
0,825	0	0	0	0	0	0,825	0,825	0
0,825	0	0	0	0	0	0,825	-0,825	0
0,5	0	0	0	0	0	0,825	0,825	0
0,825	0	0	0	0	0	0,825	0	0
0,5	0	0	0	0	0	0,825	0,825	0
-0,5	0	0	0	0	0	0,825	0,825	0
