0,626839083	0	0,211170242	0	0	0	0	2,329907021	0
0,075080155	0,000200934	0,286518211	1,61E-07	0,000401763	6,93E-10	0,000401833	2,329505188	6,93E-08
0,351606903	0,001205082	0,248190998	5,80E-06	0,002406426	2,49E-08	0,002408917	2,327498104	2,49E-06
-0,696512535	0,006212852	0,266937119	0,000153576	0,012326655	6,64E-07	0,01239257	2,317514451	6,63E-05
1,696142481	0,030930316	0,092293346	0,00372581	0,059440287	1,66E-05	0,061039411	2,26886761	0,001645156
0,059059778	0,110859984	0,383021838	0,044592871	0,192030801	0,000218057	0,211170242	1,042507923	0,021199114
1,797071784	0,159961887	0,324297486	0,082092686	0,232050059	0,000717345	0,286518211	-0,136357902	0,067199461
0,264068529	0,151884322	0,591266144	0,061598772	0,167924299	0,001248798	0,248190998	0,455022807	0,111385031
0,871673289	0,170890439	0,531955285	0,071255426	0,170521886	0,001761546	0,266937119	-1,65996219	0,148549433
-1,446171539	0,088346132	0,593535705	0,008518062	-0,000508121	0,002111028	0,092293346	3,299991616	0,16462539
-0,701165346	0,241348184	0,22379955	0,146705728	0,279250256	0,002591423	0,383021838	-0,264902282	0,190371835
1,24598212	0,224001148	0,056131879	0,105168859	0,196922818	0,003290884	0,324297486	3,269846081	0,232398716
-0,638976995	0,373698611	0,271815112	0,349595653	0,428229569	0,00420793	0,591266144	-0,063129086	0,289761849
0,577350219	0,363265929	0,106716531	0,282976426	0,330580343	0,005319628	0,531955285	1,211391292	0,357631605
-0,360029626	0,411647286	0,192027936	0,352284633	0,365281083	0,006435436	0,593535705	-3,485878784	0,416729893
-0,135576294	0,234852451	0,091956888	0,050086239	0,006469924	0,007226669	0,593535705	-1,626130242	0,435036051
-1,34933848	0,145778581	0,050712124	0,003150788	-0,111242643	0,007486246	0,593535705	2,435832362	0,397015251
-1,270449896	0,25047679	-0,203073966	0,073883455	0,130818428	0,007806157	2,036491817	-1,549769102	0,36552672
0,984570273	0,165834071	-0,396556375	0,011388418	-0,017638087	0,008163164	3,352931087	1,047983906	0,33804214
-0,044880614	0,20499501	-0,146200616	0,036874728	0,08334679	0,008448168	4,783698344	-0,912087187	0,305430738
-0,798944517	0,151225807	-0,127834418	0,008456069	-0,00347787	0,008711626	5,613426445	-0,363109477	0,27318092
-0,765172429	0,123932979	-0,249486026	0,00257172	-0,024679586	0,00883536	6,513233069	-2,749389085	0,23087346
0,861734897	-0,016267337	-0,342964102	0,041239036	-0,238967205	0,008656967	7,080014322	-2,337825827	0,164068678
-0,056225124	-0,135618587	-0,124589246	0,157256959	-0,369604866	0,008034136	7,584742058	2,365696921	0,062389998
0,513478174	-0,029018523	-0,112196934	0,02137462	-0,085458257	0,007484284	7,777960454	0,056439388	-0,019767236
0,396680866	-0,030528001	0,001218709	0,016341638	-0,064682593	0,007196187	7,950454374	-1,470054616	-0,065670761
0,75621897	-0,1036525	0,072903828	0,062243277	-0,17505555	0,006800777	8,500446217	-1,280858831	-0,113362964
0,400486023	-0,166604444	0,196767835	0,117624375	-0,24347395	0,006192189	8,764133697	2,066433896	-0,172632472
-1,341380722	-0,068745018	0,233695674	0,01552248	-0,021158084	0,00572007	8,843334172	0,012138997	-0,208425797
0,375041024	-0,067553592	-0,051817206	0,012588152	-0,023450826	0,005472509	8,914299877	1,139153282	-0,214970584
1,125161818	-0,012261109	0,025559055	1,49E-06	0,068921766	0,005354519	9,267309917	0,792143023	-0,20403002
0,728641592	0,026654865	0,224883197	0,005314968	0,111588319	0,005420279	9,389932197	1,439534112	-0,17293749
-2,377454294	0,096082068	0,316199092	0,038717581	0,199454619	0,005683015	9,593596508	0,604204211	-0,123088812
-0,273782416	0,125049935	-0,172077374	0,054613668	0,199714535	0,006102935	9,739170988	-2,916457119	-0,061312059
-0,322939921	-0,014499393	-0,190513368	0,002685023	-0,087239251	0,006262841	9,923530489	0,801899254	-0,030261922
0,317987916	0,022570279	-0,214518227	0,000653265	0,003343137	0,006226697	10,00998785	2,224764581	-0,021150661
-0,511172208	0,127495737	-0,117991251	0,050572452	0,187711811	0,006471147	9,765026314	1,232399986	0,013162107
-0,002041345	0,184702328	-0,189262859	0,099981866	0,245935997	0,007001829	9,875603209	-5,071107679	0,070546028
1,606510961	-0,059119111	-0,15532536	0,029610623	-0,227041606	0,007115405	10,10210973	-0,375487457	0,080276415
0,847648635	-0,079547025	0,164041348	0,036295344	-0,197320957	0,00673834	10,21568068	-0,455366474	0,040451438
0,268100812	-0,102708921	0,287958312	0,04601807	-0,185501654	0,006319444	9,745625106	0,850494059	-0,001468726
-0,923489086	-0,062674324	0,284358758	0,013921935	-0,071928855	0,005977885	9,74210712	-0,904353165	-0,032666316
-0,070499388	-0,105354541	0,065413114	0,03582043	-0,132476703	0,005656598	9,730316093	0,185180168	-0,059140515
0,147891351	-0,09552299	0,04077636	0,024125967	-0,089138475	0,005302193	9,83684291	3,368347282	-0,085602511
-0,557093642	0,066446955	0,060193011	0,026909564	0,205064632	0,005311041	9,773758479	1,531255921	-0,07342504
-0,336705699	0,140788123	-0,051702063	0,082919989	0,277184998	0,005756143	9,814399071	0,248243312	-0,01961598
