Presure	MagVol	GenVol	Speed
-1,513640873	2,087749924	0,819086729	0,099478213
1,450950092	2,082865919	1,043750954	0,155644269
1,455834096	2,073097909	1,085264995	0,184948298
1,455834096	2,077981914	1,121895032	0,219136332
1,465602106	-2,005046169	1,143873054	0,250882364
1,446066087	-2,000162164	-0,440986531	0,260650374
-1,538060897	2,058445894	-0,663208753	0,253324367
1,446066087	-2,005046169	0,985142895	0,314374428
1,446066087	-1,97574214	-0,438544528	0,31681643
1,431414072	2,048677885	-0,643672734	0,270418384
1,446066087	2,058445894	1,038866949	0,333910447
1,450950092	-2,000162164	1,21957513	0,324142437
-1,533176893	2,063329899	-0,38970448	0,304606418
1,465602106	2,058445894	1,060844971	0,333910447
1,446066087	2,058445894	1,256205166	0,343678457
-1,518524878	-2,000162164	1,263531174	0,304606418
1,441182082	2,063329899	-0,382378472	0,365656479
1,441182082	2,068213904	1,060844971	0,33635245
-1,518524878	2,068213904	1,268415179	0,302164415
-1,528292888	2,058445894	1,268415179	0,380308494
-1,513640873	-2,005046169	1,268415179	0,292396406
-1,533176893	-1,995278159	-0,411682502	0,285070398
-1,538060897	-2,000162164	-0,729142819	0,175180288
1,426530067	-2,000162164	-0,853684944	-0,022621909
-1,538060897	2,063329899	-0,944039034	-0,076345963
1,441182082	2,058445894	0,528488439	-0,147164034
1,446066087	2,058445894	0,709196619	-0,142280029
-1,523408883	2,058445894	0,718964629	-0,137396024
1,446066087	2,068213904	0,782456693	-0,134954022
-1,528292888	-1,98551015	0,836180746	-0,042157929
-1,533176893	2,058445894	-0,638788729	0,021334135
1,431414072	2,058445894	0,704312614	-0,027505914
1,455834096	2,077981914	0,78001469	-0,054367941
1,446066087	2,063329899	0,740942651	-0,152048039
-1,523408883	2,058445894	0,797108707	-0,069019956
1,441182082	-2,005046169	0,8899048	-0,029947917
1,431414072	2,058445894	-0,592390682	0,057964171
1,446066087	-2,000162164	0,814202724	0,143434257
-1,538060897	-2,000162164	-0,548434638	0,162970276
-1,542944902	-1,98551015	-0,726700817	0,219136332
1,426530067	-1,995278159	-0,726700817	0,202042315
-1,538060897	2,068213904	-0,748678839	0,202042315
1,431414072	2,063329899	0,877694788	0,160528274
1,455834096	-2,000162164	1,085264995	0,162970276
-1,528292888	-2,000162164	-0,487384577	0,145876259
1,416762057	2,058445894	-0,694954785	0,20692632
1,446066087	2,053561889	0,936302846	0,250882364
1,446066087	-1,97574214	1,146315056	0,275302389
1,455834096	-1,98551015	-0,426334516	0,270418384
-1,538060897	2,068213904	-0,650998741	0,270418384
1,441182082	-2,000162164	1,019330929	0,348562462
-1,538060897	-2,000162164	-0,428776519	0,319258433
-1,533176893	-2,000162164	-0,648556738	0,277744391
1,441182082	2,058445894	-0,672976763	0,294838408
-1,518524878	2,058445894	0,950954861	0,289954403
1,446066087	-2,005046169	1,129221039	0,219136332
1,436298077	2,082865919	-0,48982658	0,214252328
1,436298077	-2,000162164	0,897230807	0,155644269
-1,533176893	-2,005046169	-0,497152587	0,20692632
1,436298077	-2,005046169	-0,694954785	0,182506296
-1,533176893	-2,005046169	-0,712048802	0,241114354
1,431414072	-2,005046169	-0,707164797	0,270418384
1,465602106	-1,97574214	-0,694954785	0,277744391
1,431414072	2,038909875	-0,709606799	0,238672352
-1,523408883	2,063329899	0,970490881	0,265534379
-1,518524878	2,063329899	1,195155105	0,319258433
1,446066087	2,058445894	1,231785142	0,30704842
-1,518524878	-1,995278159	1,20003911	0,241114354
1,426530067	2,058445894	-0,453196543	0,19715831
-1,518524878	-1,990394154	0,946070856	0,23623035
-1,533176893	2,063329899	-0,504478594	0,199600313
-1,518524878	2,058445894	0,872810783	0,187390301
1,455834096	2,087749924	0,916766827	-0,00308589
-1,523408883	-1,97574214	0,7897827	-0,061693948
1,436298077	-2,009930174	-0,719374809	-0,164258051
-1,538060897	2,053561889	-0,961133051	-0,137396024
-1,533176893	2,048677885	0,494300404	-0,159374046
-1,518524878	2,058445894	0,633494544	-0,254612141
-1,528292888	2,068213904	0,574886485	-0,340082227
1,436298077	-2,000162164	0,491858402	-0,362060249
-1,538060897	2,068213904	-0,919619009	-0,401132288
1,446066087	-2,000162164	0,296498207	-0,366944254
-1,533176893	-1,995278159	-0,929387019	-0,3132202
1,426530067	-1,980626145	-1,095443185	-0,32298821
1,426530067	-2,000162164	-1,132073222	-0,340082227
-1,547828907	2,063329899	-1,124747215	-0,315662202
1,436298077	2,063329899	0,413714324	-0,227750114
1,436298077	-2,000162164	0,660356571	-0,183794071
1,431414072	2,063329899	-0,746236836	-0,169142056
-1,533176893	2,063329899	0,650588561	-0,044599931
-1,528292888	2,058445894	0,897230807	0,057964171
1,450950092	-2,000162164	0,955838866	0,028660142
1,436298077	2,063329899	-0,587506677	0,035986149
1,441182082	-2,009930174	0,792224702	0,072616186
-1,538060897	2,063329899	-0,577738668	0,136108249
1,455834096	-2,000162164	0,850832761	0,175180288
1,431414072	2,068213904	-0,521572611	0,204484318
-1,523408883	-1,990394154	0,938744849	0,214252328
-1,523408883	2,058445894	-0,48005857	0,221578335
-1,523408883	-1,995278159	0,955838866	0,192274306
1,436298077	-2,009930174	-0,48982658	0,219136332
-1,533176893	2,063329899	-0,777982868	0,060406174
-1,518524878	-2,000162164	0,716522627	0,026218139
1,436298077	2,058445894	-0,68030277	-0,00308589
1,441182082	2,058445894	0,538256448	-0,144722031
-1,542944902	2,058445894	0,6896606	-0,198446085
-1,538060897	2,063329899	0,760478671	-0,098323985
1,446066087	2,058445894	0,7897827	-0,10320799
-1,528292888	2,058445894	0,760478671	-0,098323985
-1,528292888	-2,009930174	0,704312614	-0,183794071
1,426530067	-2,005046169	-0,797518887	-0,266822154
1,411878053	2,063329899	-1,061255151	-0,366944254
1,431414072	-2,000162164	0,35999027	-0,320546207
1,460718101	-1,980626145	-0,812170902	-0,2130981
-1,538060897	-2,000162164	-0,934271024	-0,115418002
-1,542944902	-1,995278159	-0,89031498	0,001798115
-1,538060897	-2,009930174	-0,861010951	-0,0128539
-1,518524878	2,077981914	-0,853684944	0,055522169
-1,538060897	2,063329899	0,621284531	-0,020179907
1,465602106	-2,000162164	0,692102602	-0,156932044
1,431414072	-2,009930174	-0,824380914	-0,252170139
-1,538060897	2,087749924	-1,029509119	-0,305894193
-1,523408883	-2,005046169	0,4894164	-0,174026061
1,431414072	2,058445894	-0,775540865	-0,117860005
-1,533176893	-2,019698184	0,508952419	-0,2130981
1,431414072	2,048677885	-0,807286897	-0,242402129
1,441182082	2,058445894	0,457670368	-0,2130981
1,436298077	2,058445894	0,648146558	-0,198446085
-1,533176893	-2,000162164	0,743384654	-0,130070017
1,436298077	2,077981914	-0,658324748	-0,027505914
-1,513640873	-1,97574214	0,728732639	0,01645013
1,426530067	-2,000162164	-0,597274687	0,038428152
1,436298077	2,058445894	-0,78042487	0,109246223
1,446066087	2,058445894	0,831296741	0,140992254
1,446066087	-2,005046169	1,063286973	0,165412279
-1,528292888	2,063329899	-0,475174565	0,187390301
-1,513640873	-1,96597413	0,9900269	0,250882364
-1,523408883	-2,000162164	-0,477616567	0,245998359
1,436298077	2,058445894	-0,714490804	0,245998359
-1,523408883	2,068213904	0,777572688	0,089710203
1,446066087	-2,000162164	0,894788805	-0,00308589
1,431414072	-2,009930174	-0,668092758	-0,00308589
1,426530067	-2,024582189	-0,907408997	-0,09343998
-1,542944902	2,063329899	-0,90008299	-0,034831922
1,441182082	-1,990394154	0,731174641	0,057964171
1,431414072	-1,995278159	-0,604600694	0,123898237
-1,542944902	-2,000162164	-0,758446848	0,136108249
1,426530067	-1,995278159	-0,760888851	0,189832303
-1,538060897	2,058445894	-0,736468826	0,211810325
1,441182082	-2,009930174	0,906998817	0,238672352
-1,533176893	-2,005046169	-0,492268582	0,231346345
1,441182082	2,058445894	-0,69983879	0,21669433
1,460718101	2,058445894	0,941186851	0,199600313
1,446066087	-2,000162164	1,129221039	0,22646234
-1,523408883	2,063329899	-0,453196543	0,280186393
-1,523408883	-2,005046169	1,012004922	0,302164415
-1,533176893	2,058445894	-0,455638545	0,270418384
-1,518524878	-2,009930174	0,946070856	0,184948298
1,426530067	-2,005046169	-0,567970658	0,075058188
1,431414072	2,082865919	-0,882988973	-0,017737904
-1,533176893	2,092633929	0,594422505	-0,098323985
1,436298077	2,058445894	0,838622749	-0,015295902
-1,528292888	2,058445894	0,914324824	0,038428152
-1,538060897	-2,000162164	0,987584898	0,060406174
-1,542944902	-2,000162164	-0,572854663	0,043312157
-1,538060897	-2,009930174	-0,834148924	0,043312157
-1,533176893	-2,000162164	-0,939155029	-0,088555975
-1,538060897	-1,995278159	-1,017299107	-0,154490041
1,426530067	-1,97574214	-1,073465163	-0,266822154
1,426530067	2,058445894	-1,107653197	-0,344966232
-1,533176893	-2,000162164	0,367316277	-0,283916171
1,431414072	2,082865919	-0,829264919	-0,227750114
-1,528292888	-2,005046169	0,565118475	-0,137396024
1,436298077	-2,000162164	-0,707164797	-0,051925939
-1,538060897	2,063329899	-0,865894956	-0,005527892
1,450950092	2,058445894	0,694544605	0,014008127
-1,523408883	-2,000162164	0,914324824	0,018892132
1,431414072	2,058445894	-0,58994868	0,089710203
-1,523408883	2,063329899	0,787340697	0,109246223
-1,528292888	2,058445894	0,960722871	0,10680422
-1,523408883	2,058445894	0,972932883	0,062848176
1,446066087	-2,005046169	0,845948756	-0,051925939
1,455834096	-1,990394154	-0,724258814	-0,159374046
1,426530067	2,058445894	-0,958691049	-0,154490041
1,431414072	2,058445894	0,601748512	-0,122744009
1,441182082	-2,000162164	0,845948756	0,021334135
-1,538060897	-1,980626145	-0,597274687	0,089710203
1,431414072	-1,980626145	-0,775540865	0,136108249
1,436298077	-2,000162164	-0,773098863	0,182506296
-1,533176893	-2,000162164	-0,758446848	0,20692632
1,436298077	2,063329899	-0,738910829	0,238672352
-1,518524878	2,063329899	0,921650832	0,258208371
-1,538060897	2,058445894	1,134105044	0,253324367
-1,518524878	-2,005046169	1,165851076	0,202042315
1,431414072	-1,990394154	-0,502036592	0,158086271
1,426530067	-2,005046169	-0,819496909	0,038428152
-1,538060897	2,087749924	-0,88054697	0,023776137
1,441182082	-2,000162164	0,701870612	0,028660142
-1,528292888	-2,000162164	-0,619252709	0,014008127
-1,533176893	2,063329899	-0,79996089	0,082384196
1,441182082	-1,97574214	0,797108707	0,111688225
1,460718101	-2,000162164	-0,624136714	0,077500191
1,421646062	2,058445894	-0,856126946	-0,039715926
-1,528292888	-1,995278159	0,716522627	0,018892132
-1,542944902	-2,000162164	-0,585064675	0,087268201
1,436298077	-1,980626145	-0,775540865	0,160528274
1,436298077	2,058445894	-0,79019288	0,143434257
-1,533176893	2,058445894	0,833738744	0,180064293
-1,508756868	2,087749924	1,065728976	0,184948298
-1,528292888	-2,000162164	1,114569025	0,221578335
-1,533176893	-2,000162164	-0,502036592	0,158086271
-1,538060897	2,068213904	-0,824380914	0,075058188
-1,533176893	-2,000162164	0,5895385	-0,134954022
-1,533176893	2,058445894	-0,792634882	-0,181352068
-1,533176893	-1,995278159	0,411272321	-0,252170139
1,426530067	2,053561889	-0,904966995	-0,320546207
1,436298077	2,058445894	0,294056204	-0,386480273
1,441182082	2,048677885	0,477206387	-0,332756219
1,446066087	-2,000162164	0,621284531	-0,261938149
1,421646062	2,063329899	-0,748678839	-0,105649992
1,436298077	-2,005046169	0,684776595	-0,034831922
1,441182082	2,053561889	-0,626578716	0,00668212
-1,523408883	2,058445894	0,804434715	0,099478213
1,436298077	-2,005046169	1,036424947	0,140992254
1,436298077	2,058445894	-0,497152587	0,170296284
-1,523408883	2,058445894	0,948512859	0,175180288
1,441182082	2,058445894	1,134105044	0,22646234
-1,538060897	2,063329899	1,158525069	0,277744391
1,446066087	2,058445894	1,192713103	0,297280411
-1,518524878	2,048677885	1,195155105	0,272860386
-1,528292888	-2,005046169	1,197597108	0,221578335
-1,523408883	-2,000162164	-0,433660524	0,289954403
-1,528292888	2,058445894	-0,704722795	0,20692632
1,441182082	-2,000162164	0,758036668	0,072616186
1,416762057	-2,000162164	-0,707164797	-0,066577953
1,431414072	-2,024582189	-0,929387019	-0,132512019
-1,542944902	2,058445894	-0,917177007	-0,051925939
1,441182082	-2,019698184	0,701870612	0,028660142
1,426530067	-2,000162164	-0,602158692	0,070174183
1,426530067	-2,005046169	-0,770656861	0,09703621
-1,538060897	-2,000162164	-0,753562843	0,155644269
1,431414072	-1,995278159	-0,741352831	0,202042315
-1,538060897	-2,005046169	-0,738910829	0,241114354
-1,538060897	-2,005046169	-0,721816812	0,255766369
1,436298077	-1,980626145	-0,709606799	0,253324367
-1,538060897	2,068213904	-0,734026824	0,184948298
1,446066087	-1,995278159	0,8899048	0,158086271
1,436298077	2,058445894	-0,531340621	0,133666247
-1,523408883	-1,97574214	0,875252785	0,119014232
-1,518524878	2,063329899	-0,524014614	0,167854281
1,436298077	2,058445894	0,914324824	0,192274306
-1,513640873	-2,000162164	1,060844971	0,162970276
-1,542944902	2,063329899	-0,519130609	0,138550252
-1,538060897	2,058445894	0,816644727	0,10680422
1,446066087	2,063329899	0,870368781	-0,000643887
-1,523408883	2,063329899	0,775130685	-0,098323985
1,441182082	-2,000162164	0,78001469	-0,10320799
-1,518524878	2,107285943	-0,736468826	-0,198446085
1,455834096	2,077981914	0,528488439	-0,147164034
-1,528292888	-2,000162164	0,660356571	-0,178910066
1,455834096	2,073097909	-0,768214858	-0,242402129
1,446066087	2,068213904	0,511394422	-0,169142056
-1,528292888	-2,005046169	0,704312614	-0,130070017
1,436298077	-2,005046169	-0,692512782	-0,105649992
1,411878053	2,068213904	-0,870778961	0,004240118
1,426530067	-2,000162164	0,721406632	0,053080166
-1,538060897	-2,000162164	-0,58994868	0,109246223
1,426530067	-2,005046169	-0,751120841	0,145876259
1,431414072	-2,005046169	-0,765772856	0,192274306
1,431414072	-1,995278159	-0,734026824	0,219136332
-1,513640873	2,097517933	-0,716932807	0,258208371
-1,513640873	2,058445894	0,955838866	0,255766369
-1,518524878	-2,000162164	1,163409074	0,228904342
1,436298077	-2,000162164	-0,46052255	0,221578335
-1,533176893	-2,009930174	-0,768214858	0,084826198
1,426530067	-2,000162164	-0,865894956	0,004240118
1,436298077	-2,005046169	-0,936713027	-0,039715926
1,431414072	2,058445894	-0,946481036	-0,130070017
1,455834096	-1,995278159	0,662798573	0,00668212
-1,533176893	2,068213904	-0,636346726	-0,00308589
-1,528292888	-1,995278159	0,801992712	0,070174183
1,436298077	2,048677885	-0,545992636	0,101920215
1,465602106	-2,000162164	0,867926778	0,114130227
1,436298077	2,058445894	-0,536224626	0,11657223
-1,528292888	2,053561889	0,902114812	0,158086271
